사업소| 호기 | 일자| 용량(MW)| 발전량(MWh)| 열효율(%)| 이용율(%)| 발전원
영흥| 4| 201310| 870| 646510.02| 39.9| 99.88| 석탄
영흥| 5| 201310| 0| 0| 0| 0| 석탄
영흥태양광| 1| 201310| 1| 124.58| 0| 16.74| 태양력
영흥풍력| 1| 201310| 22| 1937.02| 0| 11.83| 풍력
영흥풍력| 2| 201310| 24| 1882.32| 0| 10.54| 풍력
영흥해양소수력| 1| 201310| 3| 1110| 0| 49.73| 소수력
영흥해양소수력| 2| 201310| 4.6| 1193.12| 0| 34.86| 소수력
예천태양광| 1| 201310| 2.01| 240.51| 0| 16.08| 태양력
탑선태양광| 1| 201310| 0.61| 56.12| 0| 12.37| 태양력
탑선태양광| 3| 201310| 0.4| 41.23| 0| 13.85| 태양력
탕정태양광| 1| 201310| 1.2| 126.57| 0| 14.18| 태양력
구미태양광| 1| 201309| 0.99| 96.27| 0| 13.51| 태양력
분당| CG1| 201309| 77.76| 18974| 27.44| 33.89| 복합
분당| CG2| 201309| 77.76| 11966| 27.04| 21.37| 복합
분당| CG3| 201309| 77.76| 15702| 27.75| 28.05| 복합
분당| CG4| 201309| 77.76| 15894| 27.32| 28.39| 복합
분당| CG5| 201309| 77.76| 12851| 27.19| 22.95| 복합
분당| CG6| 201309| 77.76| 25235| 29.07| 45.07| 복합
분당| CG7| 201309| 77.76| 10532| 28.6| 18.81| 복합
분당| CG8| 201309| 77.76| 24161| 28.82| 43.15| 복합
분당| CS1| 201309| 185| 29843| 0| 22.4| 복합
분당| CS2| 201309| 115| 26347| 0| 31.82| 복합
분당연료전지| 1| 201309| 0.3| 200.42| 37.43| 92.79| 기타
분당연료전지| 2| 201309| 3.08| 1508.12| 38.75| 68.01| 기타
삼천포| 1| 201309| 560| 393211| 36.13| 97.52| 석탄
삼천포| 2| 201309| 560| 368046| 36.09| 91.28| 석탄
삼천포| 3| 201309| 560| 237791| 37.39| 58.98| 석탄
삼천포| 4| 201309| 560| 390810| 37.59| 96.93| 석탄
삼천포| 5| 201309| 500| 362642| 37.62| 100.73| 석탄
삼천포| 6| 201309| 500| 352144| 37.57| 97.82| 석탄
삼천포태양광| 1| 201309| 0.1| 9.69| 0| 13.46| 태양력
삼천포태양광| 2| 201309| 0.99| 118.08| 0| 16.57| 태양력
삼천포태양광| 3| 201309| 0.35| 41.24| 0| 16.37| 태양력
삼천포태양광| 4| 201309| 1.85| 189.05| 0| 14.19| 태양력
삼천포해양소수력| 1| 201309| 4.74| 2709.72| 0| 79.4| 소수력
여수| 2| 201309| 328.6| 225415| 36.99| 95.28| 석탄
여수태양광| 1| 201309| 0.22| 21.75| 0| 13.73| 태양력
영동| 1| 201309| 125| 75857.6| 33.52| 84.29| 국내탄
영동| 2| 201309| 200| 123601| 33.98| 85.83| 국내탄
영동태양광| 1| 201309| 1.07| 94.94| 0| 12.32| 태양력
영흥| 1| 201309| 800| 572323| 39.22| 99.36| 석탄
영흥| 2| 201309| 800| 553904| 39.3| 96.16| 석탄
영흥| 3| 201309| 870| 482311.41| 39.55| 77| 석탄
영흥| 4| 201309| 870| 618479.48| 40.17| 98.74| 석탄
영흥| 5| 201309| 0| 0| 0| 0| 석탄
영흥태양광| 1| 201309| 1| 86.58| 0| 12.03| 태양력
영흥풍력| 1| 201309| 22| 1402.88| 0| 8.86| 풍력
영흥풍력| 2| 201309| 24| 1270.89| 0| 7.35| 풍력
영흥해양소수력| 1| 201309| 3| 1036.16| 0| 47.97| 소수력
영흥해양소수력| 2| 201309| 4.6| 1368.51| 0| 41.32| 소수력
예천태양광| 1| 201309| 2.01| 209.01| 0| 14.44| 태양력
탑선태양광| 1| 201309| 0.61| 57.5| 0| 13.09| 태양력
탑선태양광| 3| 201309| 0.4| 39.46| 0| 13.7| 태양력
탕정태양광| 1| 201309| 1.2| 121.84| 0| 14.1| 태양력
구미태양광| 1| 201308| 0.99| 113.64| 0| 15.43| 태양력
분당| CG1| 201308| 77.76| 27399| 27.61| 47.36| 복합
분당| CG2| 201308| 77.76| 23533| 26.99| 40.68| 복합
분당| CG3| 201308| 77.76| 24429| 27.79| 42.23| 복합
분당| CG4| 201308| 77.76| 22067| 27.09| 38.14| 복합
분당| CG5| 201308| 77.76| 20081| 27.2| 34.71| 복합
분당| CG6| 201308| 77.76| 32603| 28.42| 56.35| 복합
분당| CG7| 201308| 77.76| 25740| 28.29| 44.49| 복합
분당| CG8| 201308| 77.76| 32218| 28.35| 55.69| 복합
분당| CS1| 201308| 185| 49580| 0| 36.02| 복합
분당| CS2| 201308| 115| 45895| 0| 53.64| 복합
분당연료전지| 1| 201308| 0.3| 208.39| 37.55| 93.36| 기타
분당연료전지| 2| 201308| 3.08| 1764.08| 37.86| 76.98| 기타
삼천포| 1| 201308| 560| 395675| 36.44| 94.97| 석탄
삼천포| 2| 201308| 560| 384236| 36.49| 92.22| 석탄
삼천포| 3| 201308| 560| 403823| 37.38| 96.92| 석탄
삼천포| 4| 201308| 560| 415389| 37.64| 99.7| 석탄
삼천포| 5| 201308| 500| 376628| 38| 101.24| 석탄
삼천포| 6| 201308| 500| 381711| 37.88| 102.61| 석탄
삼천포태양광| 1| 201308| 0.1| 11.15| 0| 14.99| 태양력
삼천포태양광| 2| 201308| 0.99| 138.12| 0| 18.75| 태양력
삼천포태양광| 3| 201308| 0.35| 46.37| 0| 17.81| 태양력
삼천포태양광| 4| 201308| 1.85| 218.11| 0| 15.85| 태양력
삼천포해양소수력| 1| 201308| 4.74| 2770.25| 0| 78.55| 소수력
여수| 2| 201308| 328.6| 238491| 37.11| 97.55| 석탄
여수태양광| 1| 201308| 0.22| 25.64| 0| 15.66| 태양력
영동| 1| 201308| 125| 87442.88| 34.16| 94.02| 국내탄
영동| 2| 201308| 200| 143676| 33.38| 96.56| 국내탄
영동태양광| 1| 201308| 1.07| 134.69| 0| 16.92| 태양력
영흥| 1| 201308| 800| 574145| 39.55| 96.46| 석탄
영흥| 2| 201308| 800| 585613| 39.81| 98.39| 석탄
영흥| 3| 201308| 870| 629269.33| 39.98| 97.22| 석탄
영흥| 4| 201308| 870| 644989.59| 39.98| 99.65| 석탄
영흥| 5| 201308| 0| 0| 0| 0| 석탄
영흥태양광| 1| 201308| 1| 118.37| 0| 15.91| 태양력
영흥풍력| 1| 201308| 22| 1212.18| 0| 7.41| 풍력
영흥풍력| 2| 201308| 24| 1331.05| 0| 7.45| 풍력
영흥해양소수력| 1| 201308| 3| 1054.04| 0| 47.22| 소수력
영흥해양소수력| 2| 201308| 4.6| 1372.96| 0| 40.12| 소수력
예천태양광| 1| 201308| 2.01| 247.39| 0| 16.54| 태양력
탑선태양광| 1| 201308| 0.61| 77.16| 0| 17| 태양력
탑선태양광| 3| 201308| 0.4| 49.39| 0| 16.6| 태양력
탕정태양광| 1| 201308| 1.2| 140.71| 0| 15.76| 태양력
구미태양광| 1| 201307| 0.99| 105.29| 0| 14.29| 태양력
분당| CG1| 201307| 77.76| 27737| 28.06| 47.94| 복합
분당| CG2| 201307| 77.76| 23999| 27.17| 41.48| 복합
분당| CG3| 201307| 77.76| 8217| 27.26| 14.2| 복합
분당| CG4| 201307| 77.76| 24471| 27.6| 42.3| 복합
분당| CG5| 201307| 77.76| 22141| 27.56| 38.27| 복합
분당| CG6| 201307| 77.76| 31678| 28.34| 54.76| 복합
분당| CG7| 201307| 77.76| 27207| 28.4| 47.03| 복합
분당| CG8| 201307| 77.76| 29999| 28.41| 51.85| 복합
분당| CS1| 201307| 185| 45352| 0| 32.95| 복합
분당| CS2| 201307| 115| 44633| 0| 52.17| 복합
분당연료전지| 1| 201307| 0.3| 210.14| 37.75| 94.15| 기타
분당연료전지| 2| 201307| 3.08| 2236.73| 36.27| 97.61| 기타
삼천포| 1| 201307| 560| 412856| 36.86| 99.09| 석탄
삼천포| 2| 201307| 560| 331866| 36.18| 79.65| 석탄
삼천포| 3| 201307| 560| 412084| 37.78| 98.91| 석탄
삼천포| 4| 201307| 560| 387635| 37.93| 93.04| 석탄
삼천포| 5| 201307| 500| 379241| 38.08| 101.95| 석탄
삼천포| 6| 201307| 500| 382621| 38.08| 102.86| 석탄
삼천포태양광| 1| 201307| 0.1| 9.39| 0| 12.62| 태양력
삼천포태양광| 2| 201307| 0.99| 111.27| 0| 15.11| 태양력
삼천포태양광| 3| 201307| 0.35| 38.1| 0| 14.63| 태양력
삼천포태양광| 4| 201307| 1.85| 203.21| 0| 14.76| 태양력
삼천포해양소수력| 1| 201307| 4.74| 2735.74| 0| 77.58| 소수력
여수| 2| 201307| 328.6| 197191| 36.33| 80.66| 석탄
여수태양광| 1| 201307| 0.22| 21.54| 0| 13.16| 태양력
영동| 1| 201307| 125| 90802.88| 34.06| 97.64| 국내탄
영동| 2| 201307| 200| 145291| 34.41| 97.64| 국내탄
영동태양광| 1| 201307| 1.07| 97.11| 0| 12.2| 태양력
영흥| 1| 201307| 800| 594630| 39.64| 99.9| 석탄
영흥| 2| 201307| 800| 586512| 39.77| 98.54| 석탄
영흥| 3| 201307| 870| 640900.14| 40.07| 99.01| 석탄
영흥| 4| 201307| 870| 640570.88| 39.97| 98.96| 석탄
영흥| 5| 201307| 0| 0| 0| 0| 석탄
영흥태양광| 1| 201307| 1| 66.53| 0| 8.94| 태양력
영흥풍력| 1| 201307| 22| 3700.76| 0| 22.61| 풍력
영흥풍력| 2| 201307| 24| 1076.97| 0| 6.03| 풍력
영흥해양소수력| 1| 201307| 3| 1059.08| 0| 47.45| 소수력
영흥해양소수력| 2| 201307| 4.6| 1402.36| 0| 40.98| 소수력
예천태양광| 1| 201307| 2.01| 167.19| 0| 11.18| 태양력
탑선태양광| 1| 201307| 0.61| 56.89| 0| 12.54| 태양력
탑선태양광| 3| 201307| 0.4| 33.21| 0| 11.16| 태양력
탕정태양광| 1| 201307| 1.2| 100.39| 0| 11.24| 태양력
구미태양광| 1| 201306| 0.99| 120.08| 0| 16.85| 태양력
분당| CG1| 201306| 77.76| 30722| 28.02| 54.87| 복합
분당| CG2| 201306| 77.76| 14411| 27.44| 25.74| 복합
분당| CG3| 201306| 77.76| 13881| 28.06| 24.79| 복합
분당| CG4| 201306| 77.76| 28667| 27.54| 51.2| 복합
분당| CG5| 201306| 77.76| 25449| 27.7| 45.46| 복합
분당| CG6| 201306| 77.76| 32951| 28.38| 58.85| 복합
분당| CG7| 201306| 77.76| 28045| 28.41| 50.09| 복합
분당| CG8| 201306| 77.76| 34617| 28.36| 61.83| 복합
분당| CS1| 201306| 185| 48620| 0| 36.5| 복합
분당| CS2| 201306| 115| 48330| 0| 58.37| 복합
분당연료전지| 1| 201306| 0.3| 215.18| 38.28| 99.62| 기타
분당연료전지| 2| 201306| 3.08| 2151.63| 36.18| 97.03| 기타
삼천포| 1| 201306| 560| 404197| 37.15| 100.25| 석탄
삼천포| 2| 201306| 560| 403575| 36.45| 100.09| 석탄
삼천포| 3| 201306| 560| 377627| 37.74| 93.66| 석탄
삼천포| 4| 201306| 560| 402284| 38.19| 99.77| 석탄
삼천포| 5| 201306| 500| 365280| 37.98| 101.47| 석탄
삼천포| 6| 201306| 500| 368017| 38.14| 102.23| 석탄
삼천포태양광| 1| 201306| 0.1| 9.36| 0| 13| 태양력
삼천포태양광| 2| 201306| 0.99| 108.73| 0| 15.25| 태양력
삼천포태양광| 3| 201306| 0.35| 37.67| 0| 14.95| 태양력
삼천포태양광| 4| 201306| 1.85| 212.6| 0| 15.96| 태양력
삼천포해양소수력| 1| 201306| 4.74| 2665.02| 0| 78.09| 소수력
여수| 2| 201306| 328.6| 0| 0| 0| 석탄
여수태양광| 1| 201306| 0.22| 19.95| 0| 12.59| 태양력
영동| 1| 201306| 125| 70685.44| 33.97| 78.54| 국내탄
영동| 2| 201306| 200| 133708| 35.21| 92.85| 국내탄
영동태양광| 1| 201306| 1.07| 122.17| 0| 15.86| 태양력
영흥| 1| 201306| 800| 574922| 39.78| 99.81| 석탄
영흥| 2| 201306| 800| 563341| 39.89| 97.8| 석탄
영흥| 3| 201306| 870| 621571.2| 39.99| 99.23| 석탄
영흥| 4| 201306| 870| 622650.72| 39.99| 99.4| 석탄
영흥| 5| 201306| 0| 0| 0| 0| 석탄
영흥태양광| 1| 201306| 1| 127.72| 0| 17.74| 태양력
영흥풍력| 1| 201306| 22| 327.72| 0| 2.07| 풍력
영흥해양소수력| 1| 201306| 3| 939.4| 0| 43.49| 소수력
영흥해양소수력| 2| 201306| 4.6| 1346.92| 0| 40.67| 소수력
예천태양광| 1| 201306| 2.01| 245.32| 0| 16.95| 태양력
탑선태양광| 1| 201306| 0.61| 73.59| 0| 16.76| 태양력
탑선태양광| 3| 201306| 0.4| 39.26| 0| 13.63| 태양력
탕정태양광| 1| 201306| 1.2| 130.31| 0| 15.08| 태양력
구미태양광| 1| 201305| 0.99| 140.77| 0| 19.11| 태양력
분당| CG1| 201305| 77.76| 32602| 27.93| 56.35| 복합
분당| CG2| 201305| 77.76| 15955| 28.04| 27.58| 복합
분당| CG3| 201305| 77.76| 31151| 28.07| 53.84| 복합
분당| CG4| 201305| 77.76| 26121| 27.91| 45.15| 복합
분당| CG5| 201305| 77.76| 24542| 28.04| 42.42| 복합
분당| CG6| 201305| 77.76| 25112| 28.96| 43.41| 복합
분당| CG7| 201305| 77.76| 22289| 28.61| 38.53| 복합
분당| CG8| 201305| 77.76| 24486| 28.49| 42.32| 복합
분당| CS1| 201305| 185| 51342| 0| 37.3| 복합
분당연료전지| 1| 201305| 0.3| 219.91| 39.72| 98.53| 기타
분당연료전지| 2| 201305| 3.08| 2166.17| 36.17| 94.53| 기타
삼천포| 1| 201305| 560| 415580| 36.64| 99.75| 석탄
삼천포| 2| 201305| 560| 397536| 36.27| 95.41| 석탄
삼천포| 3| 201305| 560| 414207| 37.9| 99.42| 석탄
삼천포| 4| 201305| 560| 414724| 37.9| 99.54| 석탄
삼천포| 5| 201305| 500| 378899| 38.09| 101.85| 석탄
삼천포| 6| 201305| 500| 382253| 38.2| 102.76| 석탄
삼천포태양광| 1| 201305| 0.1| 12.89| 0| 17.33| 태양력
삼천포태양광| 2| 201305| 0.99| 145.41| 0| 19.74| 태양력
삼천포태양광| 3| 201305| 0.35| 50.15| 0| 19.26| 태양력
삼천포태양광| 4| 201305| 1.85| 260.47| 0| 18.92| 태양력
삼천포해양소수력| 1| 201305| 4.74| 2797.12| 0| 79.32| 소수력
여수| 2| 201305| 328.6| 23339| 36.37| 9.55| 석탄
여수태양광| 1| 201305| 0.22| 29.16| 0| 17.82| 태양력
영동| 1| 201305| 125| 46898.88| 34.19| 50.43| 국내탄
영동| 2| 201305| 200| 147056| 35.24| 98.83| 국내탄
영동태양광| 1| 201305| 1.07| 141.73| 0| 17.8| 태양력
영흥| 1| 201305| 800| 595290| 39.58| 100.02| 석탄
영흥| 2| 201305| 800| 587553| 39.74| 98.72| 석탄
영흥| 3| 201305| 870| 397797.76| 40.03| 61.46| 석탄
영흥| 4| 201305| 870| 642678.52| 40.37| 99.29| 석탄
영흥| 5| 201305| 0| 0| 0| 0| 석탄
영흥태양광| 1| 201305| 1| 131.22| 0| 17.64| 태양력
영흥풍력| 1| 201305| 22| 1455.01| 0| 8.89| 풍력
영흥해양소수력| 1| 201305| 3| 694.88| 0| 31.13| 소수력
영흥해양소수력| 2| 201305| 4.6| 1082.16| 0| 31.62| 소수력
예천태양광| 1| 201305| 2.01| 308.01| 0| 20.6| 태양력
탑선태양광| 1| 201305| 0.61| 81.81| 0| 18.03| 태양력
탑선태양광| 3| 201305| 0.4| 49.88| 0| 16.76| 태양력
탕정태양광| 1| 201305| 1.2| 152.17| 0| 17.04| 태양력
구미태양광| 1| 201304| 0.99| 120.18| 0| 16.86| 태양력
분당| CG1| 201304| 77.76| 46274.11| 28.96| 82.65| 복합
분당| CG2| 201304| 77.76| 41351| 28.7| 73.86| 복합
분당| CG3| 201304| 77.76| 43319.43| 29.16| 77.37| 복합
분당| CG4| 201304| 77.76| 26313| 28.96| 47| 복합
분당| CG5| 201304| 77.76| 15552| 29| 27.78| 복합
분당| CG6| 201304| 77.76| 45268.63| 29.6| 80.86| 복합
분당| CG7| 201304| 77.76| 38837| 29.03| 69.37| 복합
분당| CG8| 201304| 77.76| 43314| 29.41| 77.36| 복합
분당| CS1| 201304| 185| 55647.26| 0| 41.78| 복합
분당연료전지| 1| 201304| 0.3| 182.05| 42.01| 84.28| 기타
삼천포| 1| 201304| 560| 187950| 37.02| 46.61| 석탄
삼천포| 2| 201304| 560| 403299| 36.64| 100.02| 석탄
삼천포| 3| 201304| 560| 403176| 37.67| 99.99| 석탄
삼천포| 4| 201304| 560| 342985| 38.12| 85.07| 석탄
삼천포| 5| 201304| 500| 364511| 38.35| 101.25| 석탄
삼천포| 6| 201304| 500| 367862| 38.48| 102.18| 석탄
삼천포태양광| 1| 201304| 0.1| 11.07| 0| 15.38| 태양력
삼천포태양광| 2| 201304| 0.99| 139.17| 0| 19.52| 태양력
삼천포태양광| 3| 201304| 0.35| 47.43| 0| 18.82| 태양력
삼천포태양광| 4| 201304| 1.85| 251.25| 0| 18.86| 태양력
삼천포해양소수력| 1| 201304| 4.74| 2580.81| 0| 75.62| 소수력
여수| 2| 201304| 328.6| 239074| 36.73| 101.05| 석탄
여수태양광| 1| 201304| 0.22| 26.8| 0| 16.92| 태양력
영동| 1| 201304| 125| 88099.2| 34.27| 97.89| 국내탄
영동| 2| 201304| 200| 142348| 35.27| 98.85| 국내탄
영동태양광| 1| 201304| 1.07| 133.81| 0| 17.37| 태양력
영흥| 1| 201304| 800| 576301| 40.06| 100.05| 석탄
영흥| 2| 201304| 800| 216896| 39.47| 37.66| 석탄
영흥| 3| 201304| 870| 460450.69| 40.26| 73.51| 석탄
영흥| 4| 201304| 870| 617630.14| 40.44| 98.6| 석탄
영흥| 5| 201304| 0| 0| 0| 0| 석탄
영흥태양광| 1| 201304| 1| 126.36| 0| 17.55| 태양력
영흥풍력| 1| 201304| 22| 3242.58| 0| 20.47| 풍력
영흥해양소수력| 1| 201304| 3| 651.05| 0| 30.14| 소수력
영흥해양소수력| 2| 201304| 4.6| 724.75| 0| 21.88| 소수력
예천태양광| 1| 201304| 2.01| 256.42| 0| 17.72| 태양력
탑선태양광| 1| 201304| 0.61| 76.09| 0| 17.32| 태양력
탑선태양광| 3| 201304| 0.4| 48.55| 0| 16.86| 태양력
탕정태양광| 1| 201304| 1.2| 145.12| 0| 16.8| 태양력
구미태양광| 1| 201303| 0.99| 143.91| 0| 19.54| 태양력
분당| CG1| 201303| 77.76| 55492| 29.12| 95.92| 복합
분당| CG2| 201303| 77.76| 41939| 28.6| 72.49| 복합
분당| CG3| 201303| 77.76| 49044| 29.29| 84.77| 복합
분당| CG4| 201303| 77.76| 29719| 29.14| 51.37| 복합
분당| CG5| 201303| 77.76| 30025| 28.88| 51.9| 복합
분당| CG6| 201303| 77.76| 49652| 29.39| 85.82| 복합
분당| CG7| 201303| 77.76| 45556| 28.76| 78.74| 복합
분당| CG8| 201303| 77.76| 0| 0| 0| 복합
분당| CS1| 201303| 185| 60166| 0| 43.71| 복합
분당| CS2| 201303| 115| 38817| 0| 45.37| 복합
분당연료전지| 1| 201303| 0.3| 170.31| 44.98| 76.3| 기타
삼천포| 1| 201303| 560| 416483| 37.01| 99.96| 석탄
삼천포| 2| 201303| 560| 417955| 36.74| 100.32| 석탄
삼천포| 3| 201303| 560| 415956| 37.59| 99.84| 석탄
삼천포| 4| 201303| 560| 294374| 37.92| 70.65| 석탄
삼천포| 5| 201303| 500| 380043| 38.49| 102.16| 석탄
삼천포| 6| 201303| 500| 382431| 38.6| 102.8| 석탄
삼천포태양광| 1| 201303| 0.1| 11.84| 0| 15.91| 태양력
삼천포태양광| 2| 201303| 0.99| 141.57| 0| 19.22| 태양력
삼천포태양광| 3| 201303| 0.35| 47.57| 0| 18.27| 태양력
삼천포태양광| 4| 201303| 1.85| 252.91| 0| 18.37| 태양력
삼천포해양소수력| 1| 201303| 4.74| 2695.29| 0| 76.43| 소수력
여수| 2| 201303| 328.6| 226236| 36.85| 92.54| 석탄
여수태양광| 1| 201303| 0.22| 27.57| 0| 16.84| 태양력
영동| 1| 201303| 125| 88347.84| 34.17| 95| 국내탄
영동| 2| 201303| 200| 146136| 35.06| 98.21| 국내탄
영동태양광| 1| 201303| 1.07| 138.35| 0| 17.38| 태양력
영흥| 1| 201303| 800| 539322| 39.42| 90.61| 석탄
영흥| 2| 201303| 800| 363322| 39.78| 61.04| 석탄
영흥| 3| 201303| 870| 648370.2| 40.21| 100.17| 석탄
영흥| 4| 201303| 870| 394350.56| 40.12| 60.92| 석탄
영흥태양광| 1| 201303| 1| 93.56| 0| 12.58| 태양력
영흥풍력| 1| 201303| 22| 3095.62| 0| 18.91| 풍력
영흥해양소수력| 1| 201303| 3| 767.97| 0| 34.41| 소수력
영흥해양소수력| 2| 201303| 4.6| 1006.41| 0| 29.41| 소수력
예천태양광| 1| 201303| 2.01| 292.35| 0| 19.55| 태양력
탑선태양광| 1| 201303| 0.61| 75.36| 0| 16.6| 태양력
탕정태양광| 1| 201303| 1.2| 157.19| 0| 17.61| 태양력
구미태양광| 1| 201302| 0.99| 10.73| 0| 1.61| 태양력
분당| CG1| 201302| 77.76| 24517| 29.29| 46.92| 복합
분당| CG2| 201302| 77.76| 43367| 28.62| 82.99| 복합
분당| CG3| 201302| 77.76| 54974| 29.25| 105.2| 복합
분당| CG4| 201302| 77.76| 45622| 29.16| 87.31| 복합
분당| CG5| 201302| 77.76| 40491| 29| 77.49| 복합
분당| CG6| 201302| 77.76| 54595| 29.69| 104.48| 복합
분당| CG7| 201302| 77.76| 48263| 29.31| 92.36| 복합
분당| CG8| 201302| 77.76| 30309| 29.8| 58| 복합
분당| CS1| 201302| 185| 61047| 0| 49.1| 복합
분당| CS2| 201302| 115| 45311| 0| 58.63| 복합
분당연료전지| 1| 201302| 0.3| 198.3| 45.04| 98.36| 기타
삼천포| 1| 201302| 560| 373230| 37.61| 99.18| 석탄
삼천포| 2| 201302| 560| 375445| 37.52| 99.77| 석탄
삼천포| 3| 201302| 560| 373317| 38.72| 99.2| 석탄
삼천포| 4| 201302| 560| 373264| 38.78| 99.19| 석탄
삼천포| 5| 201302| 500| 341361| 39.14| 101.6| 석탄
삼천포| 6| 201302| 500| 345743| 39.16| 102.9| 석탄
삼천포태양광| 1| 201302| 0.1| 8.46| 0| 12.59| 태양력
삼천포태양광| 2| 201302| 0.99| 93.58| 0| 14.07| 태양력
삼천포태양광| 3| 201302| 0.35| 33.28| 0| 14.15| 태양력
삼천포태양광| 4| 201302| 1.85| 189.1| 0| 15.21| 태양력
삼천포해양소수력| 1| 201302| 4.74| 2378.01| 0| 74.66| 소수력
여수| 2| 201302| 328.6| 201048| 37.6| 91.05| 석탄
여수태양광| 1| 201302| 0.22| 19.69| 0| 13.32| 태양력
영동| 1| 201302| 125| 73135.92| 34.08| 87.07| 국내탄
영동| 2| 201302| 200| 109578| 35.18| 81.53| 국내탄
영동태양광| 1| 201302| 1.07| 89.67| 0| 12.47| 태양력
영흥| 1| 201302| 800| 537638| 39.49| 100.01| 석탄
영흥| 2| 201302| 800| 532250| 39.44| 99| 석탄
영흥| 3| 201302| 870| 551848.77| 39.73| 94.39| 석탄
영흥| 4| 201302| 870| 579640.23| 39.85| 99.14| 석탄
영흥태양광| 1| 201302| 1| 75.4| 0| 11.22| 태양력
영흥풍력| 1| 201302| 22| 2058.97| 0| 13.93| 풍력
영흥해양소수력| 1| 201302| 3| 834.15| 0| 41.38| 소수력
영흥해양소수력| 2| 201302| 4.6| 949.36| 0| 30.71| 소수력
예천태양광| 1| 201302| 2.01| 194.74| 0| 14.42| 태양력
탑선태양광| 1| 201302| 0.61| 43.01| 0| 10.49| 태양력
탕정태양광| 1| 201302| 1.2| 84.64| 0| 10.5| 태양력
구미태양광| 1| 201301| 0.99| 75.69| 0| 10.28| 태양력
분당| CG1| 201301| 77.76| 64573| 29.39| 111.61| 복합
분당| CG2| 201301| 77.76| 53763| 28.65| 92.93| 복합
분당| CG3| 201301| 77.76| 62793| 29.37| 108.54| 복합
분당| CG4| 201301| 77.76| 56229| 29.26| 97.19| 복합
분당| CG5| 201301| 77.76| 55581| 29.17| 96.07| 복합
분당| CG6| 201301| 77.76| 15184| 30.32| 26.25| 복합
분당| CG7| 201301| 77.76| 55737| 29.8| 96.34| 복합
분당| CG8| 201301| 77.76| 59954| 29.82| 103.63| 복합
분당| CS1| 201301| 185| 85791| 0| 62.33| 복합
분당| CS2| 201301| 115| 44373| 0| 51.86| 복합
분당연료전지| 1| 201301| 0.3| 176.18| 47.49| 78.93| 기타
삼천포| 1| 201301| 560| 417292| 36.92| 100.16| 석탄
삼천포| 2| 201301| 560| 419024| 36.77| 100.57| 석탄
삼천포| 3| 201301| 560| 416732| 37.76| 100.02| 석탄
삼천포| 4| 201301| 560| 416895| 37.87| 100.06| 석탄
삼천포| 5| 201301| 500| 378919| 37.92| 101.86| 석탄
삼천포| 6| 201301| 500| 381367| 37.99| 102.52| 석탄
삼천포태양광| 1| 201301| 0.1| 9.71| 0| 13.05| 태양력
삼천포태양광| 2| 201301| 0.99| 103.75| 0| 14.09| 태양력
삼천포태양광| 3| 201301| 0.35| 28.53| 0| 10.96| 태양력
삼천포태양광| 4| 201301| 1.85| 204.66| 0| 14.87| 태양력
삼천포해양소수력| 1| 201301| 4.74| 2922.46| 0| 82.87| 소수력
여수| 2| 201301| 328.6| 249293| 37.89| 101.97| 석탄
여수태양광| 1| 201301| 0.22| 18.25| 0| 11.15| 태양력
영동| 1| 201301| 125| 86808.96| 34.51| 93.34| 국내탄
영동| 2| 201301| 200| 143886| 35.84| 96.7| 국내탄
영동태양광| 1| 201301| 1.07| 91.01| 0| 11.43| 태양력
영흥| 1| 201301| 800| 595966| 38.36| 100.13| 석탄
영흥| 2| 201301| 800| 596597| 38.61| 100.23| 석탄
영흥| 3| 201301| 870| 642590.44| 39.43| 99.28| 석탄
영흥| 4| 201301| 870| 646539.38| 39.91| 99.89| 석탄
영흥태양광| 1| 201301| 1| 75.47| 0| 10.14| 태양력
영흥풍력| 1| 201301| 22| 1929.28| 0| 11.79| 풍력
영흥해양소수력| 1| 201301| 3| 694.6| 0| 31.12| 소수력
영흥해양소수력| 2| 201301| 4.6| 1079.16| 0| 31.53| 소수력
예천태양광| 1| 201301| 2.01| 153.16| 0| 10.24| 태양력
탑선태양광| 1| 201301| 0.61| 16.96| 0| 3.74| 태양력
탕정태양광| 1| 201301| 1.2| 57.24| 0| 6.41| 태양력
구미태양광| 1| 201212| 0.99| 91.61| 0| 12.44| 태양력
